cc_num,is_fraud
639023984367,0
3517814635263522,0
3567527758368741,0
5580563567307107,0
4302480582202074,0
60416207185,0
4044436772018844508,0
3577663406369449,0
4119762878330989,0
180094419304907,0
4906628655840914250,0
4671727014157745,0
6011104316292105,0
3582402971899057,0
4099707841315751,0
6011109736646996,0
4482427013979020,0
30518196150127,0
6538441737335434,0
4736845434667908128,0
2296006538441789,0
4861310130652566408,0
2358122155477959,0
2285066385084291,0
4810839835482794272,0
4294040533480516,0
370348764075623,0
2296006538441789,0
4301028321766222513,0
4063094974360571498,0
213157767990030,0
345060451158891,0
6011893664860915,0
30118423745458,0
4492491748959010,0
377113842678100,0
343472729187663,0
3540210836308425,0
343746486082492,0
30044330818990,0
3575540972310993,0
30175986190993,0
180058696935600,0
4904681492230012,0
2264937662466770,0
180072527505094,0
2286236465059468,0
4220345354880,0
4119762878330989,0
4640395708703,0
3586008444788268,0
3533742182628021,0
6011438889172900,0
378278619832195,0
4378993458389626,0
6554245334757802,0
3557442674264531,0
213153151785052,0
577588686219,0
3566875419572867,0
3565196229855512,0
2305336922781618,0
3523843138706408,0
213156747557083,0
3596217206093829,0
3512365128314616,0
3511058278399773,0
3564839259330465,0
4451438912406400,0
30234966027947,0
4855853415727304322,0
30026790933302,0
3500969075198072,0
3528407217576457,0
4003989662068504,0
4836998673805450,0
4671727014157745,0
30029052116970,0
3501942333500073,0
6011367958204270,0
372382441451095,0
343668971234893,0
4634955908138648,0
213174467670432,0
4998109455173950,0
4599285557366057,0
4904681492230012,0
4822367783500458,0
4509142395811241,0
2296006538441789,0
30551643947183,0
4952583804639909,0
30235268718158,0
4476840372112,0
4956828990005111019,0
676298633337,0
373905417449658,0
30273037698427,0
676369110710,0
4601636330889,0
4708992452821239,0
2720433095629877,0
3520550088202337,0
4390966588600992777,0
376656886990758,0
2229378226512508,0
375248307838179,0
6011975266774121,0
3589255887819806,0
3528407217576457,0
4536996888716062123,0
30501624614310,0
180048185037117,0
4716561796955522,0
38588538868506,0
501899453424,0
4220495028289516646,0
4010002218955876,0
4129767952109660,0
567868110212,0
3576021480694169,0
376944481517097,0
580954173374,0
4836998673805450,0
676372984911,0
3568255211412877,0
6011693194885790,0
180031190491743,0
676369110710,0
4873783502705038,0
3596217206093829,0
4503101193493052864,0
4623560839669,0
4599285557366057,0
30446018552504,0
6011367958204270,0
4302480582202074,0
3561212938177173,0
4767265376804500,0
378006354724784,0
501899453424,0
3513506355699497,0
6011693194885790,0
639046421587,0
4469777115158234880,0
30266994494236,0
4956828990005111019,0
3529597930342630,0
38052002992326,0
4355790796238264643,0
3533742182628021,0
4229733778084049,0
4103158249977,0
4170689372027579,0
4302475216404898,0
4173950183554608,0
6011975266774121,0
348253506557335,0
2296006538441789,0
4191109180926792,0
376656886990758,0
676173792455,0
4957924165498,0
5359543825610251,0
4348786085525522,0
2713913904780408,0
3520550088202337,0
6011893664860915,0
4951647200979051,0
3533742182628021,0
630423337322,0
4400011257587661852,0
38057513087029,0
4745996322265,0
6011252220172077,0
4294040533480516,0
2296006538441789,0
4178097073221156,0
6011542681743618,0
4302480582202074,0
3597926034019603,0
30343344410970,0
4538566639857,0
3551217896304745,0
4956828990005111019,0
4646845581490336108,0
4512828414983801773,0
3531129874770000,0
4239436242473,0
4561546772499,0
6011381817520024,0
180042946491150,0
5104807169438134,0
6011104316292105,0
5152054598359927,0
6011399591920186,0
30266994494236,0
4769426683924058915,0
378278619832195,0
3598215285024754,0
6011693194885790,0
180058696935600,0
30442439074871,0
213148039875802,0
3547560454237873,0
3531129874770000,0
571465035400,0
3540075240003197,0
3551512895305309,0
180094419304907,0
372520049757633,0
3559679414981506,0
4342532437704183,0
2712209726293386,0
2266735643685262,0
3534093764340240,0
213161231269724,0
2720830304681674,0
4292743669224718067,0
2720830304681674,0
6011329966782895,0
6593250708747804,0
4378993458389626,0
4890424426862856940,0
3512365128314616,0
2242542703101233,0
3545109339866548,0
374497717543058,0
180048185037117,0
4560004149983868183,0
639030014711,0
4173950183554608,0
568279015842,0
581686439828,0
180084695172649,0
630441765090,0
30082025922891,0
213178765398315,0
60487002085,0
4710826438164847414,0
4102003771126577611,0
343668971234893,0
374930071163758,0
346273234529002,0
4451952084362894,0
6011679934075347,0
4260059589824237,0
3538520143479972,0
4294040533480516,0
4998109455173950,0
3543299015720986,0
4681601008538160,0
4698163635895795,0
180048185037117,0
571465035400,0
3502088871723054,0
4646845581490336108,0
3596217206093829,0
4783226709001,0
4089096483689733451,0
4585132874641,0
344709867813900,0
5501083170975659,0
3546674063249004,0
4228411452607671,0
4897067971111209737,0
4642894980163,0
3564839259330465,0
371284100299909,0
213186551511454,0
630469040731,0
4710792708725663,0
371985236239474,0
675990301623,0
6011679934075347,0
6011367958204270,0
38530489946071,0
4764202053279782,0
180036456789979,0
30131826429364,0
4587657402165341815,0
30428204673351,0
4736845434667908128,0
583699482621,0
3575540972310993,0
4587657402165341815,0
4683638447911,0
4067137330196900,0
4586810168620942,0
377895991033232,0
36890292963032,0
4169759661243568,0
38530489946071,0
4716561796955522,0
4613314721966,0
340103199302564,0
30407675418785,0
6506116513503136,0
180049032966888,0
3592931352252641,0
2229824890647120,0
3540862542587229,0
3506592072985012,0
377113842678100,0
4906628655840914250,0
3598895972308782,0
4128027264554082,0
30501624614310,0
5359543825610251,0
4169759661243568,0
4586810168620942,0
4208110975550360171,0
4798937978667559470,0
630451534402,0
4951647200979051,0
3576431665303017,0
376445266762684,0
3504178999463051,0
2712209726293386,0
348379466427142,0
4939976756738216,0
4561892980175,0
4503101193493052864,0
3583293909206278,0
3567879740649740,0
4063094974360571498,0
4079773899158,0
3502377050801561,0
213178765398315,0
3531129874770000,0
30118423745458,0
3556613125071656,0
3566094707272327,0
4904681492230012,1
4424338559877976,0
4561546772499,0
3534330126107879,0
3527536963490470,0
3528407217576457,0
4862293128558,0
180084695172649,0
3547574373318979,0
2720830304681674,0
3501365119557234,0
2720433095629877,0
180046765320457,0
4988304376504,0
2248735346244816,0
180017442990269,0
6011542681743618,0
4745996322265,0
4379260813815979609,0
2264937662466770,0
4653879239169997,0
501831082224,0
4745996322265,0
4364010865167176,0
4536996888716062123,0
4755696071492,0
376012912828093,0
5559857416065248,0
4906628655840914250,0
3583635130604947,0
3529597810116815,0
2512312531485080,0
3502088871723054,0
4745996322265,0
30270432095985,0
4855488158131690372,0
30551643947183,0
4707867759656333,0
6011367958204270,0
30407675418785,0
3514897282719543,0
676298633337,0
3500165543009955,0
2229824890647120,0
3512365128314616,0
371683116218417,0
3526826139003047,0
180094419304907,0
3560797065840735,0
2235613922823698,0
180048185037117,0
30561214688470,0
2288813824604479,0
30131826429364,0
4908846471916297,0
38052002992326,0
376028110684021,0
676281772837,0
2720433095629877,0
6011388901471808,0
2297447006766555,0
30263540414123,0
4745996322265,0
377993105397617,0
3568255211412877,0
3500969075198072,0
4855488158131690372,0
4906628655840914250,0
345389171551808,0
676281772837,0
30150717898388,0
4181833256558613886,0
4725673654161314,0
6550399784335736,0
180042946491150,0
4671727014157745,0
6011504998544485,0
180014262259255,0
3567697931646329,0
6011934240159560,0
213124978348176,0
4890424426862856940,0
342952484382519,0
30446018552504,0
4908846471916297,0
3573030041201292,0
3558881852140592,0
3523898249167098,0
6011626928491360,0
4191109180926792,0
30074693890476,0
340953839692349,0
4169388510116,0
675990301623,0
675961917837,0
2450829271795901,0
4003989662068504,0
3554818239968984,0
4292902571056973207,0
4103158249977,0
2264937662466770,0
3593118134380341,0
3538520143479972,0
3540210836308425,0
4158008602445,0
2248348993063230,0
4279161831637,0
4862293128558,0
639023984367,0
3534718226968689,0
213175487106448,0
6544734391390261,0
3527536963490470,0
30442439074871,0
3558881852140592,0
349612764943496,0
6534628260579800,0
30143713661454,0
4509922033272157,0
4653879239169997,0
6011693194885790,0
2291163933867244,0
372382441451095,0
6011860238257910,0
6573561108825071,0
36485887555770,0
342351256941125,0
375534208663984,0
4560004149983868183,0
180048185037117,0
5359543825610251,0
30074693890476,0
180011453250192,0
6011399591920186,0
377026671291680,0
30546453310167,0
3598215285024754,0
3541160328600277,0
2712209726293386,0
3586955669388457,0
3501942333500073,0
4210078554961359092,0
676245600876,0
346273234529002,0
180036456789979,0
4607072969078276,0
4841313716651064,0
3527536963490470,0
3560318482131952,0
4169759661243568,0
4996263498048679,0
180064817343047,0
30266994494236,0
4740713119940984,0
676248282243,0
6011438889172900,0
213195754007681,0
580954173374,0
36485887555770,0
3568255211412877,0
3518758680062249,0
4512828414983801773,0
180094419304907,0
3518234918950662,0
6011382886333463,0
4836998673805450,0
180065479077096,0
3597926034019603,0
4587577161160601,0
6569097840281287,0
4657269323674365,0
4440581794652,0
3551217896304745,0
4518350514020532,0
4488258847705225890,0
30266994494236,0
4538566639857,0
180049032966888,0
4181833256558613886,0
4229733778084049,0
3575789281659026,0
3591919803438423,0
2720433095629877,0
4996263498048679,0
4716561796955522,0
3590736522064285,0
4424338559877976,0
370348764075623,0
4377338765909719,0
30360260465747,0
501828204849,0
5154903938030655,0
4457732997086323466,0
4839043708100390,0
676195318214,0
3597926034019603,0
3582754887089201,0
6597888193422452,0
3551217896304745,0
6592074504369261,0
4653879239169997,0
38530489946071,0
2242542703101233,0
4092452671396169678,0
4980323467523543940,0
4328928491302401,0
4383521454815,0
6011438889172900,0
30290551782700,0
30118423745458,0
213156747557083,0
3512365128314616,0
4683638447911,0
4488258847705225890,0
6011552879910390,0
6011393492413821,0
30263540414123,0
376445266762684,0
567868110212,0
4585132874641,0
180067151859700,0
6544734391390261,0
4584931703207308232,0
342351256941125,0
502038091380,0
6534628260579800,0
4292902571056973207,0
4562827002127,0
3560318482131952,0
4957924165498,0
213175487106448,0
30273037698427,0
502012776709,0
377550167323848,0
4364010865167176,0
343472729187663,0
4208110975550360171,0
4500002361389,0
675909898057,0
3556613125071656,0
3504178999463051,0
213120463918358,0
213156747557083,0
3518234918950662,0
4433091568498503,0
3561963695236764,0
4209696857872688515,0
4181833256558613886,0
4302480582202074,0
180056173248083,0
2450829271795901,0
6554245334757802,0
4958589671582726883,0
4311368326621416041,0
6011367958204270,0
3596357274378601,0
60416207185,0
3597926034019603,0
4229733778084049,0
6506116513503136,0
630469040731,0
4003989662068504,0
3525590521269779,0
4707867759656333,0
4069975342931683,0
4294040533480516,0
6011393492413821,0
3519607465576254,0
4681699462969,0
4158758517677931,0
4060579726528237,0
376445266762684,0
630451534402,0
4989847570577635369,0
4069975342931683,0
4497451418073897078,0
38052002992326,0
6511349151405438,0
30175986190993,0
4605902936394,0
4761403817546679245,0
3514897282719543,0
2610529083834453,0
3590736522064285,0
4613314721966,0
3502088871723054,0
3576021480694169,0
4178097073221156,0
568279015842,0
30428204673351,0
4446368897795790,0
4364010865167176,0
4836998673805450,0
4736845434667908128,0
30044330818990,0
4155021259183870,0
4653879239169997,0
346273234529002,0
6526448584969862,0
4904681492230012,0
3556613125071656,0
6011367958204270,0
4745996322265,0
4951647200979051,0
3543591270174051,0
2475085306462014,0
3540862542587229,0
4906628655840914250,0
4311368326621416041,0
30273037698427,0
4536996888716062123,0
30501624614310,0
4917187576956394,0
30408301059761,0
4859525594182537,0
3560697798177746,0
3565996340207976,0
3501942333500073,0
4839615922685395,0
377264520876399,0
6011893664860915,0
6011329966782895,0
30235268718158,0
3587044315915002,0
676314217768,0
378904938837132,0
3587960728692500,0
675990301623,0
3576431665303017,0
4561546772499,0
4939976756738216,0
3563837241599446,0
3500969075198072,0
3559723917628303,0
4810839835482794272,0
3565423334076143,0
3518669219150142,0
4806443445305,0
6502195877055606,0
6011388901471808,0
567868110212,0
374497717543058,0
180048185037117,0
3508104404056005,0
4873783502705038,0
30501624614310,0
4658490815480264,0
4716561796955522,0
502038091380,0
2657850734909997,0
30153452207526,0
3556613125071656,0
4476840372112,0
30234966027947,0
343746486082492,0
4550599031376731,0
30238755902988,0
3560318482131952,0
2264937662466770,0
4128027264554082,0
3545109339866548,0
4488941175228467,0
375534208663984,0
345933964507467,0
377993105397617,0
30030380240193,0
4689147265057948423,0
3596357274378601,0
6538441737335434,0
3583793405872580,0
30234966027947,0
3576431665303017,0
4069975342931683,0
30197398657930,0
372520049757633,0
4198470814557,0
4476840372112,0
2703186189652095,0
4169759661243568,0
4742883543039288059,0
375082648741747,0
36722699017270,0
340953839692349,0
3512365128314616,0
6011381817520024,0
6538891242532018,0
3527536963490470,0
3576431665303017,0
340953839692349,0
2242542703101233,0
6517217825320610,0
561942763351,0
4223708906367574214,0
30026790933302,0
3518669219150142,0
6506982560413523,0
4587577161160601,0
4642894980163,1
3597926034019603,0
4092452671396169678,0
4365382885912355,0
3551217896304745,0
4586810168620942,0
4025612008285111,0
6538441737335434,0
6011148190095209,0
6011109736646996,0
3551217896304745,0
4373370572092720777,0
6011104316292105,0
2712209726293386,0
344709867813900,0
6597888193422452,0
3556613125071656,0
2720433095629877,0
379897244598068,0
675945690716,0
4292743669224718067,0
6011626928491360,0
3597926034019603,0
3583793405872580,0
371009169330125,0
4128730454058057622,0
630425673344,0
4451438912406400,0
6535328428560433,0
4642255475285942,0
2283743876903625,0
4502539526809429801,0
3521417320836166,0
3598014571045296,0
2227671554547514,0
30570197515105,0
370877495212014,0
630451534402,0
2235335206132667,0
561942763351,0
180031190491743,0
180011453250192,0
180049032966888,0
38199021865320,0
4710826438164847414,0
30273037698427,0
6515067575568369,0
6597888193422452,0
3558652751678952,0
30197398657930,0
4451438912406400,0
3568736585751727,0
3543299015720986,0
6011348830550197,0
4897067971111209737,0
3513618443244549,0
3504178999463051,0
4377338765909719,0
371009169330125,0
38199021865320,0
213148039875802,0
639030014711,0
571465035400,0
6011367958204270,0
3595111028444131,0
3501942333500073,0
4979422371139333,0
4586260469584,0
213195754007681,0
4292743669224718067,0
3526826139003047,0
3553629419254918,0
3506592072985012,0
6011399591920186,0
3576021480694169,0
584673555952,0
4755696071492,0
3583093681934489,0
372382441451095,0
4292743669224718067,0
4334230547694630,0
3531129874770000,0
213195754007681,0
30074693890476,0
377234009633447,0
3500165543009955,0
4312133045694601139,0
4707867759656333,0
345060451158891,0
2720433095629877,0
630425673344,0
573860193545,0
213113028819344,0
4952583804639909,0
180048185037117,0
2610529083834453,0
213124978348176,0
3592931352252641,0
4464457352619,0
2720433095629877,0
344342339068828,0
3593118134380341,0
4424338559877976,0
4155021259183870,0
4319584480204988982,0
675961917837,0
4003989662068504,0
4128027264554082,0
4810839835482794272,0
3566094707272327,0
3585052663373890,0
30135235368675,0
4066595222529,0
2283743876903625,0
639046421587,0
571365235126,0
180072527505094,0
4933461930348832,0
213178850083780,0
378904938837132,0
675990301623,0
3551217896304745,0
3576021480694169,0
375848982312810,0
4670613943676271,0
3502377050801561,0
4364010865167176,0
213193596103206,0
3593118134380341,0
4158945090781624,0
4503101193493052864,0
2720830304681674,0
374656033243756,0
4810839835482794272,0
5104807169438134,0
4745996322265,0
630424987505,0
2720433095629877,0
378278619832195,0
213154573301411,0
4560395181594436016,0
2242542703101233,0
4536996888716062123,0
3583793405872580,0
4951647200979051,0
372246459334925,0
3504178999463051,0
30199621383748,0
6011492816282597,0
6011104316292105,0
3517814635263522,0
36485887555770,0
573860193545,0
4010002218955876,0
3589289942931264,0
372520049757633,0
38199021865320,0
372509258176510,0
4707867759656333,0
3546674063249004,0
30033162392091,0
6534628260579800,0
4302480582202074,0
6506116513503136,0
3564839259330465,0
377234009633447,0
36722699017270,0
38947654498698,0
3575789281659026,0
2720830304681674,0
345389171551808,0
4646845581490336108,0
30235438713303,0
38544312728630,0
4671727014157745,0
4464457352619,0
3582754887089201,0
4586810168620942,0
375848982312810,0
676372984911,0
3525590521269779,0
4181833256558613886,0
568279015842,0
180011453250192,0
180036456789979,0
4170689372027579,0
375248307838179,0
30044330818990,0
4951647200979051,0
630451534402,0
4681601008538160,0
4260128500325,0
180081032825079,0
676372984911,0
581293083266,0
30103132002433,0
3575789281659026,0
4810839835482794272,0
6593250708747804,0
2233882705243596,0
4467456915153312231,0
4092452671396169678,0
6011681934117244,0
676195318214,0
4449530933957323,0
4500002361389,0
3598304579370089,0
4129767952109660,0
501899453424,0
213193596103206,0
567868110212,0
377993105397617,0
5289285402893489,0
377550167323848,0
3543299015720986,0
345389171551808,0
372382441451095,0
3559160581764413,0
4464457352619,0
3531129874770000,0
4390966588600992777,0
630441765090,0
345389171551808,0
4810789809665942990,0
30273037698427,0
4501449508569485,0
4859525594182537,0
3540075240003197,0
38295635583927,0
3576431665303017,0
3526826139003047,0
213195754007681,0
6511349151405438,0
213141712584544,0
6534628260579800,0
3533742182628021,0
6011975266774121,0
4302480582202074,0
4900628639996,0
3573386445588324,0
4378993458389626,0
30561214688470,0
345933964507467,0
503874407318,0
501802953619,0
60495593109,0
3582754887089201,0
4716561796955522,0
503848303379,0
4599285557366057,0
4265776278887457,0
180036456789979,0
4681601008538160,0
180042946491150,0
4457732997086323466,0
213157767990030,0
213153151785052,0
180018375329178,0
343668971234893,0
6011581063717667,0
4935858973307492,0
4003989662068504,0
180014262259255,0
370348764075623,0
4661996144291811856,0
3556613125071656,0
36913587729122,0
4474324669797121,0
4092452671396169678,0
3536818734263520,0
3500969075198072,0
3590736522064285,0
3575789281659026,0
3512365128314616,0
3567879740649740,0
4449530933957323,0
4855853415727304322,0
372382441451095,0
6011366578560244,0
4457732997086323466,0
213163860545705,0
4653879239169997,0
4003989662068504,0
6593250708747804,0
36485887555770,0
3591919803438423,0
3587044315915002,0
6511349151405438,0
30234966027947,0
213112402583773,0
4653178848915023204,0
6595970453799027,0
60490596305,0
2720433095629877,0
2714019737356678,0
4383521454815,0
4446368897795790,0
6011626928491360,0
213112402583773,0
4727244663135968,0
4379260813815979609,0
6540981358631302,0
676275912597,0
6011693194885790,0
4471568287204,0
5152054598359927,0
3551217896304745,0
2254917871818484,0
3567527758368741,0
4989847570577635369,0
371009169330125,0
3576511691045060,0
4189814094741,0
377550167323848,0
4997733566924489,0
30551643947183,0
38295635583927,0
36721445180895,0
4099707841315751,0
581293083266,0
374656033243756,0
3583635130604947,0
4342532437704183,0
630471368021,0
6596735789587928,0
30561214688470,0
4220495028289516646,0
630484879808,0
4514242065619750,0
3564839259330465,0
3520550088202337,0
630424987505,0
375974680629816,0
4653879239169997,0
6011438889172900,1
5388659976630693,0
6011917798331152,0
4797297220948468262,0
30270432095985,0
3512365128314616,0
4427805710168,0
5104807169438134,0
4561368699336875,0
4259996134423,0
3559723917628303,0
4169759661243568,0
3545109339866548,0
3596217206093829,0
4502539526809429801,0
180014262259255,0
4855488158131690372,0
4427805710168,0
3573030041201292,0
38052002992326,0
36078114201167,0
4492491748959010,0
2305336922781618,0
4981132848794,0
2266735643685262,0
3576021480694169,0
3577578023716568,0
4244953610136705533,0
3546897637165774,0
4890424426862856940,0
4904681492230012,0
4450831335606294,0
30118423745458,0
36721445180895,0
6011329966782895,0
375904527651269,0
30371006069917,0
3500969075198072,0
3533800906065217,0
342952484382519,0
180069253480336,0
4319584480204988982,0
213141712584544,0
4904681492230012,0
4736845434667908128,0
6011724471098086,0
375082648741747,0
180036456789979,0
4939976756738216,0
213156747557083,0
4998109455173950,0
30238755902988,0
3533800906065217,0
4792627764422477317,0
4099707841315751,0
3586008444788268,0
4859525594182537,0
2383461948823908,0
213156747557083,0
6547670341037171,0
2248735346244816,0
4410582919485061752,0
38797410705641,0
3534718226968689,0
30135235368675,0
3533800906065217,0
4939976756738216,0
4839043708100390,0
3551512895305309,0
3586955669388457,0
3513618443244549,0
3551217896304745,0
3577578023716568,0
3556613125071656,0
213157767990030,0
6550399784335736,0
4623560839669,0
6011724471098086,0
4265776278887457,0
378858024506425,0
4149238353975790,0
30235438713303,0
4873783502705038,0
3528407217576457,0
4570636521433188,0
4169759661243568,0
4155021259183870,0
345933964507467,0
3518234918950662,0
4586810168620942,0
5580563567307107,0
30248898834493,0
503848303379,0
630451534402,0
4642894980163,0
38580485618059,0
630451534402,0
676102124465,0
6011438889172900,0
30273037698427,0
180046617132290,0
3576431665303017,0
374930071163758,0
3500969075198072,0
4670613943676271,0
6011348830550197,0
3560797065840735,0
180094419304907,0
375237305371366,0
346273234529002,0
6538891242532018,0
2706977570537524,0
4170689372027579,0
30501624614310,0
4642255475285942,0
36722699017270,0
3520550088202337,0
3541160328600277,0
38530489946071,0
376445266762684,0
676372984911,0
3551217896304745,0
2266735643685262,0
376445266762684,0
377654590313960,0
4328928491302401,0
3533012926413100,0
4158945090781624,0
3560797065840735,0
6595970453799027,0
3598895972308782,0
6011104316292105,0
2284059275940012,0
3540210836308425,0
6011366578560244,0
3533742182628021,0
6547670341037171,0
4550599031376731,0
4440581794652,0
30235268718158,0
6011231546538393,0
3573030041201292,0
4607072969078276,0
4653879239169997,0
30235268718158,0
4914700582394237,0
379141394109214,0
6011504998544485,0
4635330563105903,0
373905417449658,0
30376238035123,0
3567697931646329,0
4191109180926792,0
4861310130652566408,0
2286236465059468,0
38797410705641,0
630424987505,0
30404291151692,0
3518669219150142,0
6011999606625827,0
4900628639996,0
3535808924394848,0
213126662687660,0
38052002992326,0
4390966588600992777,0
4488941175228467,0
4586810168620942,0
4509142395811241,0
3540017235499519,0
6011367958204270,0
2254917871818484,0
343472729187663,0
4294930380592,0
2720433095629877,0
4424338559877976,0
4607072969078276,0
2242542703101233,0
3534330126107879,0
341283058448499,0
4761403817546679245,0
4906628655840914250,0
4328928491302401,0
4956828990005111019,0
3567879740649740,0
3511378610369890,0
4900628639996,0
4586260469584,0
4997733566924489,0
6592074504369261,0
36153880429415,0
38052002992326,0
3518234918950662,0
30044330818990,0
4502539526809429801,0
377993105397617,0
3596357274378601,0
3583093681934489,0
676148621961,0
372382441451095,0
4451952084362894,0
6011438889172900,0
213102873001603,0
3523843138706408,0
6592243974328236,0
2450829271795901,0
3586008444788268,0
341542810616333,0
30074693890476,0
30175986190993,0
6011438889172900,0
4255397449664185994,0
343746486082492,0
5540636818935089,0
180065479077096,0
38052002992326,0
30150717898388,0
213186334552049,0
4488258847705225890,0
345933964507467,0
30197398657930,0
3525590521269779,0
4509142395811241,0
573860193545,0
502012776709,0
4469777115158234880,0
4364010865167176,0
3554818239968984,0
343746486082492,0
374930071163758,0
38295635583927,0
4908846471916297,0
4642255475285942,0
4761403817546679245,0
3586955669388457,0
2576709887791552,0
2712209726293386,0
4878364946692291,0
3590736522064285,0
4198470814557,0
30044330818990,0
4223708906367574214,0
213141712584544,0
213193596103206,0
676309913934,0
4474324669797121,0
213157767990030,0
30518196150127,0
630424987505,0
30551643947183,0
3577794103155425,0
4683638447911,0
371009169330125,0
4996263498048679,0
3560797065840735,0
4587657402165341815,0
4874017206859125,0
4585132874641,0
4474324669797121,0
5152054598359927,0
3582402971899057,0
180031190491743,0
4904681492230012,0
343746486082492,0
180069253480336,0
4836998673805450,0
4990494243023,0
6517217825320610,0
38052002992326,0
3575789281659026,0
3592931352252641,0
30238755902988,0
345933964507467,0
4277232699798846,0
378278619832195,0
4181833256558613886,0
180011453250192,0
4451438912406400,0
30234966027947,0
4890424426862856940,0
6544734391390261,0
213154573301411,0
4836998673805450,0
4570636521433188,0
581686439828,0
376445266762684,0
4792627764422477317,0
180031190491743,0
4311368326621416041,0
4501449508569485,0
2268221587779419,0
6501313409525696,0
3565196229855512,0
4239436242473,0
213180742685905,0
2266735643685262,0
30364087349027,0
4186530744674,0
4451952084362894,0
3549202406645667,0
4178097073221156,0
4474324669797121,0
4635330563105903,0
3582754887089201,0
180067151859700,0
348379466427142,0
345389171551808,0
6011381817520024,0
373905417449658,0
4178097073221156,0
4998109455173950,0
213125815021702,0
213195754007681,0
4658490815480264,0
213186334552049,0
6511349151405438,0
180048185037117,0
3501509250702469,0
4727244663135968,0
6593250708747804,0
3523898249167098,0
213126662687660,0
4550599031376731,0
213125815021702,0
3596217206093829,0
30143713661454,0
4173950183554608,0
3553629419254918,0
3540075240003197,0
377654590313960,0
3521815216091574,0
4254074738931278,0
4908846471916297,0
30230540139182,0
4400011257587661852,0
372520049757633,0
180046765320457,0
3562264947797243,0
4906628655840914250,0
3563837241599446,0
630441765090,0
630424987505,0
3546897637165774,0
3531129874770000,0
3576431665303017,0
4066595222529,0
675909898057,0
375082648741747,0
3544606805704278,0
213154573301411,0
343746486082492,0
639023984367,0
6011367958204270,0
5456776410929288,0
342360239917375,0
3590736522064285,0
3518669219150142,0
2720433095629877,0
676195318214,0
4128027264554082,0
30026790933302,0
3545109339866548,0
3590736522064285,0
6538441737335434,0
4497451418073897078,0
4972228199573984,0
630424987505,0
3586008444788268,0
4956828990005111019,0
213161231269724,0
38580485618059,0
213178765398315,0
372509258176510,0
5559857416065248,0
5540636818935089,0
3501942333500073,0
4836998673805450,0
6547670341037171,0
676369110710,0
4279161831637,0
4158945090781624,0
3582402971899057,0
6011652924285713,0
6501313409525696,0
213173753804333,0
4449530933957323,0
372509258176510,0
372509258176510,0
213156747557083,0
4294040533480516,0
6011367958204270,0
4708992452821239,0
379897244598068,0
3553629419254918,0
346273234529002,0
4155021259183870,0
4990494243023,0
60487002085,0
3523843138706408,0
501899453424,0
571365235126,0
30364087349027,0
6538441737335434,0
30234966027947,0
